customer_key,customer_name,segment,is_copier_buyer,lifetime_sales,lifetime_profit,lifetime_margin
AR-10825,Anthony Rawles,Corporate,True,15311.035600000001,2828.1048,0.18471022299758744
AR-345,Alex Russell,Corporate,False,2301.072,606.732,0.26367362690085316
AR-405,Allen Rosenblatt,Corporate,True,571.11,31.200000000000017,0.05463045647948734
AR-510,Andrew Roberts,Consumer,True,2638.638,42.79800000000003,0.01621973154331895
AR-540,Andy Reiter,Consumer,False,561.6,88.17000000000003,0.1569978632478633
AR-570,Anemone Ratner,Consumer,False,2044.278,409.818,0.2004707774578604
AR-825,Anthony Rawles,Corporate,False,2028.9119999999998,289.542,0.14270801296458396
AS-10045,Aaron Smayling,Corporate,False,12596.294399999999,660.9177999999998,0.05246922459989502
AS-10090,Adam Shillingsburg,Consumer,True,15009.47272,1344.9601199999997,0.08960741960028025
AS-10135,Adrian Shami,Home Office,False,7307.2442,750.2937999999999,0.10267807937772216
AS-10225,Alan Schoenberger,Corporate,True,21366.898699999998,2718.6598,0.12723698643266373
AS-10240,Alan Shonely,Consumer,True,9006.66636,630.3841600000001,0.06999084176134622
AS-10285,Alejandro Savely,Corporate,True,16179.86246,1794.86406,0.11093197265658339
AS-10630,Ann Steele,Home Office,True,9815.9395,3194.3633999999997,0.32542614998798636
AS-135,Adrian Shami,Home Office,False,3978.8099999999995,814.2,0.20463404887390957
AS-225,Alan Schoenberger,Corporate,False,469.51500000000004,-215.025,-0.45797258873518415
AS-240,Alan Shonely,Consumer,False,1686.5100000000002,545.0699999999999,0.3231940516213956
AS-285,Alejandro Savely,Corporate,True,4938.462,738.702,0.1495813878895899
AS-45,Aaron Smayling,Corporate,True,1616.3339999999998,-291.756,-0.1805047719097662
AS-630,Ann Steele,Home Office,True,2000.01,-1103.31,-0.5516522417387912
AS-90,Adam Shillingsburg,Consumer,False,435.204,76.314,0.17535224860065624
AT-10435,Alyssa Tate,Home Office,True,13654.305499999999,3016.8983000000003,0.22094849862558008
AT-10735,Annie Thurman,Consumer,True,12984.1049,2516.7079000000003,0.1938299112170605
AT-435,Alyssa Tate,Home Office,True,1287.9930000000002,-221.36700000000005,-0.17186972289445673
AT-735,Annie Thurman,Consumer,False,403.65000000000003,143.07,0.3544407283537718
AW-10840,Anthony Witt,Consumer,True,13200.25552,1444.8320199999998,0.10945485243152321
AW-10930,Arthur Wiediger,Home Office,True,10230.958560000001,2585.8819599999997,0.2527507021785845
AW-840,Anthony Witt,Consumer,True,1947.0000000000002,-228.42000000000004,-0.11731895223420648
AW-930,Arthur Wiediger,Home Office,False,782.055,95.085,0.121583520340641
AY-10555,Andy Yotov,Corporate,True,5446.61044,1850.51634,0.33975558934962125
AY-555,Andy Yotov,Corporate,True,3096.42,440.4600000000001,0.14224814463154226
AZ-10750,Annie Zypern,Consumer,False,9639.801,1606.5633,0.16665938435866054
AZ-750,Annie Zypern,Consumer,False,2231.277,-682.203,-0.3057455439194685
BB-10990,Barry Blumstein,Corporate,False,9064.5327,177.0665999999999,0.01953400201203973
BB-11545,Brenda Bowman,Corporate,True,15797.57188,1686.6588799999995,0.10676696981105932
BB-1545,Brenda Bowman,Corporate,False,207.228,52.187999999999995,0.25183855463547394
BB-990,Barry Blumstein,Corporate,False,822.288,122.358,0.14880187963341313
BC-11125,Becky Castell,Home Office,True,14789.447,2755.6784000000002,0.1863273454375948
BC-1125,Becky Castell,Home Office,False,396.04200000000003,-269.71799999999996,-0.6810338297453299
BD-11320,Bill Donatelli,Consumer,True,13390.267,1409.6197,0.10527196358369852
BD-11500,Bradley Drucker,Consumer,True,13089.849500000002,2412.359,0.18429234041231715
BD-11560,Brendan Dodson,Home Office,True,9356.77974,1909.86374,0.20411549625726255
BD-11605,Brian Dahlen,Consumer,True,9202.66214,1201.17744,0.1305249961072677
BD-11620,Brian DeCherney,Consumer,True,7849.00002,448.50691999999975,0.05714191857015688
BD-11635,Brian Derr,Consumer,False,11230.6983,1303.6163,0.11607615708098934
BD-11725,Bruce Degenhardt,Consumer,True,10877.827000000001,1574.1361,0.14471052904224344
BD-11770,Bryan Davis,Consumer,True,10168.32526,2397.81426,0.23581211248547337
BD-1320,Bill Donatelli,Consumer,False,1885.05,213.06,0.11302617967693165
BD-1500,Bradley Drucker,Consumer,False,52.04700000000001,-31.293,-0.6012450285319038
BD-1560,Brendan Dodson,Home Office,False,1564.02,114.83999999999997,0.07342617102083092
BD-1605,Brian Dahlen,Consumer,False,689.6399999999999,224.49,0.3255176613885506
BD-1620,Brian DeCherney,Consumer,True,2919.597,535.917,0.18355855277286556
BD-1635,Brian Derr,Consumer,True,5689.263000000001,1488.693,0.2616671087274397
BD-1725,Bruce Degenhardt,Consumer,False,5078.400000000001,901.02,0.17742202268431
BD-1770,Bryan Davis,Consumer,True,3405.0660000000003,-869.5439999999998,-0.25536773736544305
BE-11335,Bill Eplett,Home Office,True,27158.0184,7790.6963000000005,0.28686541798646104
BE-11410,Bobby Elias,Consumer,True,16552.06996,3398.09706,0.20529740801071383
BE-11455,Brad Eason,Home Office,True,17643.525299999998,517.9140999999998,0.029354343374903648
BE-1335,Bill Eplett,Home Office,False,1321.149,-380.691,-0.28815144998785147
BE-1410,Bobby Elias,Consumer,True,1859.859,391.059,0.2102627134637626
BE-1455,Brad Eason,Home Office,False,1340.3100000000002,460.10999999999996,0.34328625467242646
BF-1005,Barry Franz,Home Office,False,732.033,176.433,0.24101782296699736
BF-1020,Barry Französisch,Corporate,False,3006.996,-193.13399999999987,-0.0642282197914463
BF-1080,Bart Folk,Consumer,True,3808.17,896.9399999999999,0.2355304516342495
BF-10975,Barbara Fisher,Corporate,True,8104.779200000001,1217.0095999999999,0.15015950095222824
BF-11005,Barry Franz,Home Office,True,23347.838659999998,939.2375599999998,0.040228030254857
BF-11020,Barry Französisch,Corporate,True,10201.2813,1133.2553,0.11108950598195934
BF-11080,Bart Folk,Consumer,True,10134.5617,1187.5689,0.11718009472476743
BF-11170,Ben Ferrer,Home Office,True,22314.84044,3859.22114,0.17294415124215873
BF-11215,Benjamin Farhat,Home Office,True,12968.9385,878.9098000000001,0.06777037303399967
BF-11275,Beth Fritzler,Corporate,True,9578.59864,565.0688400000001,0.058992850753792535
BF-1170,Ben Ferrer,Home Office,False,904.9200000000001,275.88,0.3048667285505901
BF-1215,Benjamin Farhat,Home Office,False,398.91900000000004,-237.59099999999995,-0.5955870740676676
BF-1275,Beth Fritzler,Corporate,True,1009.974,96.38400000000001,0.09543215963975311
BF-975,Barbara Fisher,Corporate,False,1730.2320000000002,616.7220000000001,0.3564389053028727
BG-1035,Barry Gonzalez,Consumer,False,124.416,-219.80399999999992,-1.7666859567901227
BG-11035,Barry Gonzalez,Consumer,True,19899.147399999998,1749.982,0.08794256180041161
BG-11695,Brooke Gillingham,Corporate,True,10723.32038,568.9698799999998,0.053059114139794056
BG-11740,Bruce Geld,Consumer,True,14689.3425,2084.9244,0.14193449434513492
BG-1695,Brooke Gillingham,Corporate,False,488.85,-151.65,-0.31021785823872355
BG-1740,Bruce Geld,Consumer,False,692.454,-658.2959999999999,-0.9506710915093277
BH-11710,Brosina Hoffman,Consumer,True,23537.335,3243.9437999999996,0.13782120193301406
BH-1710,Brosina Hoffman,Consumer,True,4583.286,1632.9959999999999,0.3562937159060115
BK-11260,Berenike Kampe,Consumer,True,13294.68736,2389.4549599999996,0.179730060233624
BK-1260,Berenike Kampe,Consumer,False,291.56399999999996,58.22400000000001,0.1996954356504919
BM-11140,Becky Martin,Consumer,True,25312.292699999998,-1140.6354000000022,-0.04506250830451254
BM-1140,Becky Martin,Consumer,True,1857.69,43.70999999999988,0.023529221775430712
BM-11575,Brendan Murry,Corporate,True,10351.33308,-189.53732,-0.018310426158173628
BM-11650,Brian Moss,Corporate,True,14920.99608,3927.16918,0.26319752105986743
BM-11785,Bryan Mills,Consumer,True,18446.8529,2036.6847999999998,0.11040825288957552
BM-1575,Brendan Murry,Corporate,False,1703.9820000000002,471.672,0.27680574090571375
BM-1650,Brian Moss,Corporate,True,2537.1059999999998,458.67600000000004,0.18078708575834043
BM-1785,Bryan Mills,Consumer,False,2244.342,475.932,0.21205859000098914
BN-11470,Brad Norvell,Corporate,True,23378.103880000002,1548.04098,0.06621755930019418
BN-11515,Bradley Nguyen,Consumer,True,10272.22552,2018.69692,0.19651991830490886
BN-1470,Brad Norvell,Corporate,True,2823.852,576.0120000000001,0.20398094517701357
BN-1515,Bradley Nguyen,Consumer,False,2606.802,525.3720000000001,0.2015388970853943
BO-11350,Bill Overfelt,Corporate,True,7476.2547,555.1936999999998,0.07426093977242372
BO-11425,Bobby Odegard,Consumer,True,12356.58552,1904.89772,0.154160525730736
BO-1350,Bill Overfelt,Corporate,False,616.236,-139.97400000000002,-0.22714349697193936
BO-1425,Bobby Odegard,Consumer,False,2671.257,651.9269999999999,0.2440525190949429
BP-1050,Barry Pond,Corporate,True,4981.5419999999995,1245.8819999999998,0.2500996679341457
BP-1095,Bart Pistole,Corporate,True,1759.6680000000001,384.828,0.21869352627882074
BP-11050,Barry Pond,Corporate,True,5403.78676,845.07976,0.1563865854691868
BP-11095,Bart Pistole,Corporate,False,8327.8696,599.4306999999998,0.07197887680662048
BP-11155,Becky Pak,Consumer,True,13696.143460000001,3395.30716,0.2479024237673982
BP-11185,Ben Peterman,Corporate,True,15376.03172,1989.4898199999996,0.1293890293821532
BP-11230,Benjamin Patterson,Consumer,True,12573.613599999999,467.9241,0.037214766962458595
BP-11290,Beth Paige,Consumer,True,12448.89978,1858.8290799999995,0.1493167358441052
BP-1155,Becky Pak,Consumer,False,1110.78,180.9,0.16285853184248908
BP-1185,Ben Peterman,Corporate,True,1430.616,-645.534,-0.45122800248284656
BP-1230,Benjamin Patterson,Consumer,True,6134.988,444.2880000000003,0.07241872355740554
BP-1290,Beth Paige,Consumer,False,383.34000000000003,99.27,0.25896071372671775
BS-11365,Bill Shonely,Corporate,True,22551.02596,5680.727359999999,0.25190549512364624
BS-11380,Bill Stewart,Corporate,True,18305.9783,1776.7021,0.09705583994929133
BS-11590,Brendan Sweed,Corporate,True,11358.58602,1783.4587199999999,0.15701414919601056
BS-11665,Brian Stugart,Consumer,True,17468.881,3112.1578,0.1781543877939291
BS-11755,Bruce Stewart,Consumer,True,17557.4595,1194.7291,0.06804680939175739
BS-11800,Bryan Spruell,Home Office,False,10887.2118,1851.8634,0.17009528555327638
BS-1365,Bill Shonely,Corporate,False,957.63,288.18,0.3009304219792613
BS-1380,Bill Stewart,Corporate,False,469.458,38.328,0.08164308628247895
BS-1590,Brendan Sweed,Corporate,False,819.45,262.22999999999996,0.3200073219842577
BS-1665,Brian Stugart,Consumer,False,5101.908,500.718,0.09814328286593957
BS-1755,Bruce Stewart,Consumer,True,1679.76,-697.7699999999996,-0.415398628375482
BS-1800,Bryan Spruell,Home Office,False,6364.854,931.344,0.14632605869671167
BT-11305,Beth Thompson,Home Office,False,10321.82,908.1758000000001,0.08798601409441359
BT-11395,Bill Tyler,Corporate,False,11347.529,2743.9623,0.2418114375385161
BT-11440,Bobby Trafton,Consumer,True,8263.9755,290.93390000000005,0.03520507774980698
BT-11485,Brad Thomas,Home Office,True,8878.05054,1170.7539399999998,0.13187060996388514
BT-11530,Bradley Talbott,Home Office,False,13808.318,930.8343000000001,0.0674111285675779
BT-11680,Brian Thompson,Consumer,True,14087.7631,1663.9095,0.11811026975602677
BT-1305,Beth Thompson,Home Office,False,1305.96,-44.24999999999993,-0.03388312046310754
BT-1395,Bill Tyler,Corporate,False,448.84799999999996,-199.032,-0.44342851031975195
BT-1440,Bobby Trafton,Consumer,False,2132.565,-760.7249999999999,-0.3567183180817466
BT-1485,Brad Thomas,Home Office,True,2803.974,-231.12600000000003,-0.08242801110138682
BT-1530,Bradley Talbott,Home Office,False,1535.7810000000002,522.8009999999999,0.34041376993204103
BT-1680,Brian Thompson,Consumer,False,807.36,131.64,0.16304994054696786
BV-11245,Benjamin Venier,Corporate,True,20681.678,3415.0463999999997,0.165124241853103
BV-1245,Benjamin Venier,Corporate,False,684.2640000000001,-595.296,-0.8699800077163199
BW-1065,Barry Weirich,Consumer,False,9027.48,3341.3399999999997,0.3701298701298701
BW-11065,Barry Weirich,Consumer,True,8409.0559,354.0633,0.042105000158222286
BW-1110,Bart Watters,Corporate,False,1696.8300000000002,258.42,0.15229575148954225
BW-11110,Bart Watters,Corporate,True,30613.6165,3337.4658999999997,0.1090190013976297
BW-11200,Ben Wallace,Consumer,True,11862.369079999999,1567.88038,0.13217261825409332
BW-1200,Ben Wallace,Consumer,True,3105.8160000000003,784.326,0.25253459960280966
CA-11965,Carol Adams,Corporate,True,21110.5214,3382.260299999999,0.16021680544564848
CA-12055,Cathy Armstrong,Home Office,True,10691.028,1738.3699,0.162600818181376
CA-12265,Christina Anderson,Consumer,True,18472.6689,3270.7200000000003,0.1770572524038473
CA-12310,Christine Abelman,Corporate,True,7166.230860000001,727.9286599999999,0.10157761788879906
CA-12775,Cynthia Arntzen,Consumer,True,18350.464,4605.477500000001,0.25097335413426064
CA-1965,Carol Adams,Corporate,False,2883.141,-103.1789999999999,-0.03578701145729602
CA-2055,Cathy Armstrong,Home Office,False,1601.73,131.4,0.08203629825251448
CA-2265,Christina Anderson,Consumer,False,3364.6380000000004,391.398,0.11632692729500171
CA-2310,Christine Abelman,Corporate,True,636.06,139.23000000000002,0.21889444392038493
CA-2775,Cynthia Arntzen,Consumer,False,1485.8970000000002,-714.213,-0.4806611763803278
CB-12025,Cassandra Brandow,Consumer,False,11685.3186,-98.73150000000058,-0.0084491919629817
CB-12415,Christy Brittain,Consumer,True,12705.54736,2271.8956599999997,0.1788113172638632
CB-12535,Claudia Bergmann,Corporate,True,18108.67284,2401.9074399999995,0.1326385131159065
CB-2025,Cassandra Brandow,Consumer,True,1840.8899999999999,307.56,0.16707136222153415
CB-2415,Christy Brittain,Consumer,False,1232.568,-184.81199999999995,-0.14994061179586032
CB-2535,Claudia Bergmann,Corporate,True,147.12000000000003,-234.69,-1.595228384991843
CC-12100,Chad Cunningham,Home Office,True,11500.12324,2384.25944,0.20732468602658205
CC-12145,Charles Crestani,Consumer,True,12190.6666,1471.9290999999996,0.12074229804627744
CC-12220,Chris Cortes,Consumer,True,7308.7328,1315.8066000000001,0.1800321117225684
CC-12370,Christopher Conant,Consumer,True,28229.8514,3982.928699999999,0.14108925490128507
CC-12430,Chuck Clark,Home Office,True,13997.59256,2779.9208599999997,0.19859992695772535
CC-12475,Cindy Chapman,Consumer,True,17159.80046,3120.1634599999998,0.18182982181367394
CC-12550,Clay Cheatham,Consumer,True,7908.65034,1167.4589399999998,0.14761797396646564
CC-12610,Corey Catlett,Corporate,True,16822.64,2950.193,0.1753703937075275
CC-12670,Craig Carreira,Consumer,True,9969.0279,-549.5837000000002,-0.055129116450762496
CC-12685,Craig Carroll,Consumer,True,12798.5442,693.6283000000002,0.0541958748714561
CC-2100,Chad Cunningham,Home Office,True,1020.048,238.368,0.23368312079431555
CC-2145,Charles Crestani,Consumer,True,1158.18,-164.13,-0.1417137232554525
CC-2220,Chris Cortes,Consumer,True,4174.182,1190.082,0.28510544101814445
CC-2370,Christopher Conant,Consumer,False,6957.225,1620.4050000000002,0.23290967303774135
CC-2430,Chuck Clark,Home Office,False,1041.5700000000002,160.59,0.15418070796969957
CC-2475,Cindy Chapman,Consumer,True,3709.881,914.6909999999999,0.2465553477321779
CC-2550,Clay Cheatham,Consumer,False,1433.3999999999999,357.0900000000001,0.24912097111762252
CC-2610,Corey Catlett,Corporate,True,782.388,52.81800000000001,0.06750870412122886
CC-2670,Craig Carreira,Consumer,False,1527.582,268.602,0.17583475060585943
CC-2685,Craig Carroll,Consumer,False,4019.412,1556.232,0.38717902021489714
CD-11920,Carlos Daly,Consumer,True,18296.7474,4751.7303999999995,0.25970355802146555
CD-11980,Carol Darley,Consumer,True,11848.162460000001,1648.4392599999999,0.13913037279537774
CD-12280,Christina DeMoss,Consumer,True,16779.54838,2367.3817799999997,0.14108733598704876
CD-12790,Cynthia Delaney,Home Office,True,13468.1145,2080.4847,0.15447483016275218
CD-1920,Carlos Daly,Consumer,True,1821.219,277.17900000000003,0.1521942171699285
CD-1980,Carol Darley,Consumer,True,1380.228,231.91800000000003,0.1680287604656622
CD-2280,Christina DeMoss,Consumer,False,1205.04,224.39999999999998,0.18621788488348934
CD-2790,Cynthia Delaney,Home Office,True,1030.788,73.81800000000004,0.07161317361086862
CG-12040,Catherine Glotzbach,Home Office,False,3596.268,149.07059999999993,0.04145147135864177
CG-12520,Claire Gute,Consumer,True,13545.47002,2398.13442,0.17704327841404796
CG-2040,Catherine Glotzbach,Home Office,False,518.9399999999999,-395.9099999999999,-0.7629205688518903
CG-2520,Claire Gute,Consumer,False,1116.204,168.44400000000002,0.15090789855617792
CH-12070,Cathy Hwang,Home Office,True,11122.55656,1493.4216599999997,0.13426963953330526
CH-2070,Cathy Hwang,Home Office,False,4545.618,1178.088,0.25917004024535273
CJ-11875,Carl Jackson,Corporate,True,12538.83296,1857.2449600000002,0.14811944348607067
CJ-12010,Caroline Jumper,Consumer,False,19356.0046,2386.7219999999998,0.12330654230160701
CJ-1875,Carl Jackson,Corporate,True,1431.432,100.18200000000002,0.06998725751555088
CJ-2010,Caroline Jumper,Consumer,False,223.56,30.87,0.13808373590982287
CK-12205,Chloris Kastensmidt,Consumer,True,13625.20784,1311.2059399999998,0.09623383036775753
CK-12325,Christine Kargatis,Home Office,True,9927.89832,849.5182199999999,0.08556878733222158
CK-12595,Clytie Kelty,Consumer,True,16480.86618,2175.8459799999996,0.1320225500429371
CK-12760,Cyma Kinney,Corporate,True,6574.8044,-100.50570000000009,-0.015286492781443064
CK-2205,Chloris Kastensmidt,Consumer,True,950.697,-345.393,-0.3633050277848778
CK-2325,Christine Kargatis,Home Office,True,3125.295,531.195,0.1699663551760714
CK-2595,Clytie Kelty,Consumer,False,662.2800000000001,197.79000000000002,0.2986501177749592
CK-2760,Cyma Kinney,Corporate,True,4015.9500000000003,625.89,0.1558510439622007
CL-11890,Carl Ludwig,Consumer,True,17622.411360000002,-247.7379400000006,-0.014058118094004167
CL-12565,Clay Ludtke,Consumer,True,17008.13588,614.5829799999997,0.03613464663830047
CL-12700,Craig Leslie,Home Office,True,17943.6508,2563.4447,0.14286082183453994
CL-1890,Carl Ludwig,Consumer,False,560.745,83.475,0.14886445710617124
CL-2565,Clay Ludtke,Consumer,False,2775.636,708.8460000000001,0.2553814693281108
CL-2700,Craig Leslie,Home Office,True,1432.374,106.88400000000001,0.074620176015482
CM-11815,Candace McMahon,Corporate,True,14362.8004,-2881.6445999999996,-0.20063250339397598
CM-11830,Cari MacIntyre,Corporate,True,16828.819,2444.6989999999996,0.14526860143899578
CM-11935,Carlos Meador,Consumer,False,9689.0124,2081.088,0.2147884546003884
CM-12115,Chad McGuire,Consumer,True,14657.9493,2164.8172,0.14768895400668358
CM-12160,Charles McCrossin,Consumer,True,17910.03942,432.5568199999997,0.024151639751108914
CM-12190,Charlotte Melton,Consumer,True,11375.05222,598.4815199999998,0.0526135184634783
CM-12235,Chris McAfee,Consumer,True,11377.591,1953.9977,0.17174089840283413
CM-12385,Christopher Martinez,Consumer,True,21882.96992,3029.9603199999997,0.13846202462814516
CM-12445,Chuck Magee,Consumer,True,11971.70808,1188.1276799999998,0.09924462508277264
CM-12655,Corinna Mitchell,Home Office,True,14188.72268,-733.95642,-0.05172815316452432
